TIME,VALUE,LABEL
0.000000000,0
0.021333333,0
0.042666667,0
0.064000000,0
0.085333333,0
0.106666667,0
0.128000000,0
0.149333333,0
0.170666667,0
0.192000000,0
0.213333333,0
0.234666667,0
0.256000000,0
0.277333333,4.40873
0.298666667,27.7427
0.320000000,9.20954
0.341333333,0
0.362666667,0
0.384000000,0
0.405333333,0
0.426666667,0
0.448000000,0
0.469333333,0
0.490666667,0.891814
0.512000000,8.28728
0.533333333,0
0.554666667,0
0.576000000,0
0.597333333,0
0.618666667,0
0.640000000,0
0.661333333,0
0.682666667,0
0.704000000,7.53459
0.725333333,17.082
0.746666667,0
0.768000000,0
0.789333333,0
0.810666667,0
0.832000000,0
0.853333333,0
0.874666667,0
0.896000000,0
0.917333333,3.80867
0.938666667,4.18935
0.960000000,0
0.981333333,0
1.002666667,0
1.024000000,0
1.045333333,0
1.066666667,0
1.088000000,0
1.109333333,0
1.130666667,8.73511
1.152000000,12.047
1.173333333,0
1.194666667,0
1.216000000,0
1.237333333,0
1.258666667,0
1.280000000,0
1.301333333,0
1.322666667,0
1.344000000,6.27805
1.365333333,8.21082
1.386666667,0
1.408000000,0
1.429333333,0
1.450666667,0
1.472000000,0
1.493333333,0
1.514666667,0
1.536000000,0.564141
1.557333333,29.0915
1.578666667,16.981
1.600000000,0
1.621333333,0
1.642666667,0
1.664000000,0
1.685333333,0
1.706666667,0
1.728000000,0
1.749333333,0
1.770666667,0
1.792000000,0
1.813333333,0
1.834666667,0
1.856000000,0
1.877333333,0
1.898666667,0
1.920000000,0
1.941333333,0
1.962666667,0
1.984000000,13.9799
2.005333333,1.4756
2.026666667,0
2.048000000,0
2.069333333,0
2.090666667,0
2.112000000,0
2.133333333,0
2.154666667,0
2.176000000,0
2.197333333,6.88884
2.218666667,0
2.240000000,0
2.261333333,0
2.282666667,0
2.304000000,0
2.325333333,0
2.346666667,0
2.368000000,0
2.389333333,16.9257
2.410666667,27.4138
2.432000000,0
2.453333333,0
2.474666667,0
2.496000000,0
2.517333333,0
2.538666667,0
2.560000000,0
2.581333333,0
2.602666667,0
2.624000000,4.46483
2.645333333,0
2.666666667,0
2.688000000,0
2.709333333,0
2.730666667,0
2.752000000,14.1155
2.773333333,0
2.794666667,0
2.816000000,0
2.837333333,0.939634
2.858666667,0
2.880000000,0
2.901333333,0
2.922666667,0
2.944000000,1.49466
2.965333333,13.1346
2.986666667,0
3.008000000,0
3.029333333,0
3.050666667,5.63245
3.072000000,0
3.093333333,0
3.114666667,0
3.136000000,0
3.157333333,0
3.178666667,0
3.200000000,0
3.221333333,0
3.242666667,27.6876
3.264000000,26.8602
3.285333333,0
3.306666667,0
3.328000000,0
3.349333333,0
3.370666667,0
3.392000000,0
3.413333333,0
3.434666667,0
3.456000000,0
3.477333333,0
3.498666667,0
3.520000000,0
3.541333333,0
3.562666667,0
3.584000000,0.533446
3.605333333,0.746058
3.626666667,0
3.648000000,0
3.669333333,2.46089
3.690666667,5.54282
3.712000000,0
3.733333333,0
3.754666667,0
3.776000000,0
3.797333333,0
3.818666667,0
3.840000000,0
3.861333333,0
3.882666667,4.73584
3.904000000,4.50951
3.925333333,0
3.946666667,0
3.968000000,0
3.989333333,0
4.010666667,0
4.032000000,0
4.053333333,0
4.074666667,6.22459
4.096000000,28.4293
4.117333333,2.35632
4.138666667,0
4.160000000,0
4.181333333,0
4.202666667,0
4.224000000,0
4.245333333,0
4.266666667,0
4.288000000,0
4.309333333,5.28894
4.330666667,0
4.352000000,0
4.373333333,0
4.394666667,0
4.416000000,0
4.437333333,12.7571
4.458666667,2.46912
4.480000000,0
4.501333333,0
4.522666667,2.79767
4.544000000,0
4.565333333,0
4.586666667,0
4.608000000,0
4.629333333,0
4.650666667,11.8018
4.672000000,0
4.693333333,0
4.714666667,0
4.736000000,3.40796
4.757333333,0
4.778666667,0
4.800000000,0
4.821333333,0
4.842666667,0
4.864000000,0
4.885333333,0
4.906666667,0
4.928000000,20.8937
4.949333333,25.9292
4.970666667,0
4.992000000,0
5.013333333,0
5.034666667,0
5.056000000,0
5.077333333,0
5.098666667,0
5.120000000,0
5.141333333,1.28091
5.162666667,3.865
5.184000000,0
5.205333333,0
5.226666667,0
5.248000000,0
5.269333333,0
5.290666667,0
5.312000000,0
5.333333333,0
5.354666667,18.2443
5.376000000,19.1976
5.397333333,0
5.418666667,0
5.440000000,0
5.461333333,0
5.482666667,0
5.504000000,0
5.525333333,0
5.546666667,0
5.568000000,4.22018
5.589333333,3.69023
5.610666667,0
5.632000000,0
5.653333333,0
5.674666667,0
5.696000000,0
5.717333333,0
5.738666667,0
5.760000000,0
5.781333333,31.6089
5.802666667,19.1793
5.824000000,0
5.845333333,0
5.866666667,0
5.888000000,0
5.909333333,0
5.930666667,0
5.952000000,0
5.973333333,0
5.994666667,3.44145
6.016000000,1.26422
6.037333333,0
6.058666667,0
6.080000000,0
6.101333333,0
6.122666667,10.4735
6.144000000,9.62297
6.165333333,0
6.186666667,0
6.208000000,2.06288
6.229333333,0
6.250666667,0
6.272000000,0
6.293333333,0
6.314666667,0
6.336000000,12.0305
6.357333333,8.77469
6.378666667,0
6.400000000,0
6.421333333,0.244622
6.442666667,0
6.464000000,0
6.485333333,0
6.506666667,0
6.528000000,0
6.549333333,0
6.570666667,0
6.592000000,0
6.613333333,13.1586
6.634666667,29.4476
6.656000000,0
6.677333333,0
6.698666667,0
6.720000000,0
6.741333333,0
6.762666667,0
6.784000000,0
6.805333333,0
6.826666667,0
6.848000000,0
6.869333333,0
6.890666667,0
6.912000000,0
6.933333333,0
6.954666667,0
6.976000000,0
6.997333333,0
7.018666667,0
7.040000000,13.8868
7.061333333,25.5436
7.082666667,0
7.104000000,0
7.125333333,0
7.146666667,0
7.168000000,0
7.189333333,0
7.210666667,0
7.232000000,0
7.253333333,0
7.274666667,0
7.296000000,0
7.317333333,0
7.338666667,0
7.360000000,0
7.381333333,0
7.402666667,0
7.424000000,0
7.445333333,0
7.466666667,27.9666
7.488000000,27.0964
7.509333333,0
7.530666667,0
7.552000000,0
7.573333333,0
7.594666667,0
7.616000000,0
7.637333333,0
7.658666667,0
7.680000000,21.5425
7.701333333,5.37168
7.722666667,0
7.744000000,0
7.765333333,0
7.786666667,0
7.808000000,7.60545
7.829333333,9.65103
